code,name,chapter_key,chapter,sex_restriction
S021,FRACTURA DE LA BASE DEL CRÁNEO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S022,FRACTURA DE LOS HUESOS DE LA NARIZ,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S023,FRACTURA DEL SUELO DE LA ÓRBITA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S024,FRACTURA DEL MALAR Y DEL HUESO MAXILAR SUPERIOR,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S025,FRACTURA DE LOS DIENTES,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S026,FRACTURA DEL MAXILAR INFERIOR,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S027,FRACTURAS MÚLTIPLES QUE COMPROMETEN EL CRÁNEO Y LOS HUESOS DE LA CARA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S028,FRACTURA DE OTROS HUESOS DEL CRÁNEO Y DE LA CARA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S029,"FRACTURA DEL CRÁNEO Y DE LOS HUESOS DE LA CARA, PARTE NO ESPECIFICADA",XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S030,LUXACIÓN DEL MAXILAR,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S031,LUXACIÓN DEL CARTÍLAGO SEPTAL DE LA NARIZ,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S032,LUXACIÓN DE DIENTE,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S033,LUXACIÓN DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CABEZA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S034,ESGUINCES Y TORCEDURAS DEL MAXILAR,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S035,ESGUINCES Y TORCEDURAS DE ARTICULACIONES Y LIGAMENTOS DE OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA CABEZA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S040,TRAUMATISMO DEL NERVIO ÓPTICO [II PAR] Y DE LAS VÍAS ÓPTICAS,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S041,TRAUMATISMO DEL NERVIO MOTOR OCULAR COMÚN [III PAR],XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S042,TRAUMATISMO DEL NERVIO PATÉTICO [IV PAR],XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S043,TRAUMATISMO DEL NERVIO TRIGÉMINO [V PAR],XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S044,TRAUMATISMO DEL NERVIO MOTOR OCULAR EXTERNO [VI PAR],XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S045,TRAUMATISMO DEL NERVIO FACIAL [VII PAR],XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S046,TRAUMATISMO DEL NERVIO ACÚSTICO [VIII PAR],XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S047,TRAUMATISMO DEL NERVIO ESPINAL [XI PAR],XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S048,TRAUMATISMO DE OTROS NERVIOS CRANEALES,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S049,"TRAUMATISMO DE NERVIOS CRANEALES, NO ESPECIFICADO",XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S050,TRAUMATISMO DE LA CONJUNTIVA Y ABRASIÓN CORNEAL SIN MENCIÓN DE CUERPO EXTRAÑO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S051,CONTUSIÓN DEL GLOBO OCULAR Y DEL TEJIDO ORBITARIO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S052,LACERACIÓN Y RUPTURA OCULAR CON PROLAPSO O PÉRDIDA DEL TEJIDO INTRAOCULAR,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S053,LACERACIÓN OCULAR SIN PROLAPSO O PÉRDIDA DEL TEJIDO INTRAOCULAR,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S054,HERIDA PENETRANTE DE LA ÓRBITA CON O SIN CUERPO EXTRAÑO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S055,HERIDA PENETRANTE DEL GLOBO OCULAR CON CUERPO EXTRAÑO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S056,HERIDA PENETRANTE DEL GLOBO OCULAR SIN CUERPO EXTRAÑO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S057,AVULSIÓN DE OJO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S058,OTROS TRAUMATISMOS DEL OJO Y DE LA ÓRBITA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S059,"TRAUMATISMO DEL OJO Y DE LA ÓRBITA, NO ESPECIFICADO",XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S060,CONCUSIÓN,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S061,EDEMA CEREBRAL TRAUMÁTICO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S062,TRAUMATISMO CEREBRAL DIFUSO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S063,TRAUMATISMO CEREBRAL FOCAL,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S064,HEMORRAGIA EPIDURAL,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S065,HEMORRAGIA SUBDURAL TRAUMÁTICA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S066,HEMORRAGIA SUBARACNOIDEA TRAUMÁTICA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S067,TRAUMATISMO INTRACRANEAL CON COMA PROLONGADO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S068,OTROS TRAUMATISMOS INTRACRANEALES,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S069,"TRAUMATISMO INTRACRANEAL, NO ESPECIFICADO",XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S070,TRAUMATISMO POR APLASTAMIENTO DE LA CARA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S071,TRAUMATISMO POR APLASTAMIENTO DEL CRÁNEO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S078,TRAUMATISMO POR APLASTAMIENTO DE OTRAS PARTES DE LA CABEZA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S079,"TRAUMATISMO POR APLASTAMIENTO DE LA CABEZA, PARTE NO ESPECIFICADA",XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S080,AVULSIÓN DEL CUERO CABELLUDO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S081,AMPUTACIÓN TRAUMÁTICA DE LA OREJA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S088,AMPUTACIÓN TRAUMÁTICA DE OTRAS PARTES DE LA CABEZA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S089,AMPUTACIÓN TRAUMÁTICA DE PARTE NO ESPECIFICADA DE LA CABEZA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S090,TRAUMATISMO DE LOS VASOS SANGUÍNEOS DE LA CABEZA NO CLASIFICADOS EN OTRA PARTE,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S091,TRAUMATISMO DE TENDÓN Y MÚSCULOS DE LA CABEZA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S092,RUPTURA TRAUMÁTICA DEL TÍMPANO DEL OÍDO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S097,TRAUMATISMOS MÚLTIPLES DE LA CABEZA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S098,"OTROS TRAUMATISMOS DE LA CABEZA, ESPECIFICADOS",XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S099,"TRAUMATISMO DE LA CABEZA, NO ESPECIFICADO",XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S100,CONTUSIÓN DE LA GARGANTA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S101,OTROS TRAUMATISMOS SUPERFICIALES Y LOS NO ESPECIFICADOS DE LA GARGANTA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S107,TRAUMATISMO SUPERFICIAL MÚLTIPLE DEL CUELLO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S108,TRAUMATISMO SUPERFICIAL DE OTRAS PARTES DEL CUELLO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S109,"TRAUMATISMO SUPERFICIAL DEL CUELLO, PARTE NO ESPECIFICADA",XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S110,HERIDA QUE COMPROMETE LA LARINGE Y LA TRÁQUEA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S111,HERIDA QUE COMPROMETE LA GLÁNDULA TIROIDES,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S112,HERIDA QUE COMPROMETE LA FARINGE Y EL ESÓFAGO CERVICAL,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S117,HERIDAS MÚLTIPLES DEL CUELLO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S118,HERIDAS DE OTRAS PARTES DEL CUELLO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S119,"HERIDA DE CUELLO, PARTE NO ESPECIFICADA",XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S120,FRACTURA DE LA PRIMERA VÉRTEBRA CERVICAL,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S121,FRACTURA DE LA SEGUNDA VÉRTEBRA CERVICAL,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S122,FRACTURA DE OTRAS VÉRTEBRAS CERVICALES ESPECIFICADAS,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S127,FRACTURAS MÚLTIPLES DE COLUMNA CERVICAL,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S128,FRACTURA DE OTRAS PARTES DEL CUELLO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S129,"FRACTURA DEL CUELLO, PARTE NO ESPECIFICADA",XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S130,RUPTURA TRAUMÁTICA DE DISCO CERVICAL INTERVERTEBRAL,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S131,LUXACIÓN DE VÉRTEBRA CERVICAL,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S132,LUXACIONES DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL CUELLO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S133,LUXACIONES MÚLTIPLES DEL CUELLO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S134,ESGUINCES Y TORCEDURAS DE LA COLUMNA CERVICAL,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S135,ESGUINCES Y TORCEDURAS DE LA REGIÓN TIROIDEA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S136,ESGUINCES Y TORCEDURAS DE ARTICULACIONES Y LIGAMENTOS DE OTROS SITIOS ESPECIFICADOS Y DE LOS NO ESPECIFICADOS DEL CUELLO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S140,CONCUSIÓN Y EDEMA DE LA MÉDULA ESPINAL CERVICAL,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S141,OTROS TRAUMATISMOS DE LA MÉDULA ESPINAL CERVICAL Y LOS NO ESPECIFICADOS,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S142,TRAUMATISMO DE RAÍZ NERVIOSA DE COLUMNA CERVICAL,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S143,TRAUMATISMO DEL PLEXO BRAQUIAL,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S144,TRAUMATISMO DE NERVIOS PERIFÉRICOS DEL CUELLO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S145,TRAUMATISMO DE NERVIOS CERVICALES SIMPÁTICOS,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S146,TRAUMATISMO DE OTROS NERVIOS Y DE LOS NO ESPECIFICADOS DEL CUELLO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S150,TRAUMATISMO DE LA ARTERIA CARÓTIDA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S151,TRAUMATISMO DE LA ARTERIA VERTEBRAL,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S152,TRAUMATISMO DE LA VENA YUGULAR EXTERNA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S153,TRAUMATISMO DE LA VENA YUGULAR INTERNA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S157,TRAUMATISMO DE MÚLTIPLES VASOS SANGUÍNEOS A NIVEL DEL CUELLO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S158,TRAUMATISMO DE OTROS VASOS SANGUÍNEOS A NIVEL DEL CUELLO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S159,TRAUMATISMO DE VASOS SANGUÍNEOS NO ESPECIFICADOS A NIVEL DEL CUELLO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S16X,TRAUMATISMO DE TENDÓN Y MÚSCULOS A NIVEL DEL CUELLO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S170,TRAUMATISMO POR APLASTAMIENTO DE LA LARINGE Y DE LA TRÁQUEA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S178,TRAUMATISMO POR APLASTAMIENTO DE OTRAS PARTES DEL CUELLO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S179,"TRAUMATISMO POR APLASTAMIENTO DEL CUELLO, PARTE NO ESPECIFICADA",XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S18X,AMPUTACIÓN TRAUMÁTICA A NIVEL DEL CUELLO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S197,TRAUMATISMOS MÚLTIPLES DEL CUELLO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S198,"OTROS TRAUMATISMOS DEL CUELLO, ESPECIFICADOS",XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S199,"TRAUMATISMO DEL CUELLO, NO ESPECIFICADO",XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S200,CONTUSIÓN DE LA MAMA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S201,OTROS TRAUMATISMOS SUPERFICIALES Y LOS NO ESPECIFICADOS DE LA MAMA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S202,CONTUSIÓN DEL TÓRAX,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S203,OTROS TRAUMATISMOS SUPERFICIALES DE LA PARED ANTERIOR DEL TÓRAX,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S204,OTROS TRAUMATISMOS SUPERFICIALES DE LA PARED POSTERIOR DEL TÓRAX,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S207,TRAUMATISMOS SUPERFICIALES MÚLTIPLES DEL TÓRAX,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S208,TRAUMATISMO SUPERFICIAL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL TÓRAX,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S210,HERIDA DE LA MAMA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S211,HERIDA DE LA PARED ANTERIOR DEL TÓRAX,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S212,HERIDA DE LA PARED POSTERIOR DEL TÓRAX,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S217,HERIDA MÚLTIPLE DE LA PARED TORÁCICA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S218,HERIDA DE OTRAS PARTES DEL TÓRAX,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S219,"HERIDA DEL TÓRAX, PARTE NO ESPECIFICADA",XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S220,FRACTURA DE VÉRTEBRA TORÁCICA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S221,FRACTURAS MÚLTIPLES DE COLUMNA TORÁCICA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S222,FRACTURA DEL ESTERNÓN,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S223,FRACTURA DE COSTILLA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S224,FRACTURAS MÚLTIPLES DE COSTILLAS,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S225,TÓRAX AZOTADO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S228,FRACTURA DE OTRAS PARTES DEL TÓRAX ÓSEO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S229,"FRACTURA DEL TÓRAX ÓSEO, PARTE NO ESPECIFICADA",XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S230,RUPTURA TRAUMÁTICA DE DISCO INTERVERTEBRAL TORÁCICO,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S231,LUXACIÓN DE VÉRTEBRA TORÁCICA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S232,LUXACIÓN DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL TÓRAX,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
S233,ESGUINCES Y TORCEDURAS DE COLUMNA TORÁCICA,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",
