code,name,chapter_key,chapter,sex_restriction
B574,ENFERMEDAD DE CHAGAS (CRÓNICA) QUE AFECTA AL SISTEMA NERVIOSO,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B575,ENFERMEDAD DE CHAGAS (CRÓNICA) QUE AFECTA OTROS ÓRGANOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B580,OCULOPATÍA DEBIDA A TOXOPLASMA,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B581,HEPATITIS DEBIDA A TOXOPLASMA,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B582,MENINGOENCEFALITIS DEBIDA A TOXOPLASMA,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B583,TOXOPLASMOSIS PULMONAR,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B588,TOXOPLASMOSIS CON OTRO ÓRGANO AFECTADO,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B589,"TOXOPLASMOSIS, NO ESPECIFICADA",I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B600,BABESIOSIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B601,ACANTAMEBIASIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B602,NAEGLERIASIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B608,OTRAS ENFERMEDADES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B64X,"ENFERMEDAD DEBIDA A PROTOZOARIOS, NO ESPECIFICADA",I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B650,ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA HAEMATOBIUM (ESQUISTOSOMIASIS URINARIA),I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B651,ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA MANSONI [ESQUISTOSOMIASIS INTESTINAL],I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B652,ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA JAPONICUM,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B653,DERMATITIS POR CERCARIAS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B658,OTRAS ESQUISTOSOMIASIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B659,"ESQUISTOSOMIASIS, NO ESPECIFICADA",I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B660,OPISTORQUIASIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B661,CLONORQUIASIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B662,DICROCOELIASIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B663,FASCIOLIASIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B664,PARAGONIMIASIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B665,FASCIOLOPSIASIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B668,OTRAS INFECCIONES ESPECIFICADAS DEBIDAS A TREMATODOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B669,"INFECCIÓN DEBIDA A TREMATODOS, NO ESPECIFICADA",I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B670,INFECCIÓN DEL HÍGADO DEBIDA A ECHINOCOCCUS GRANULOSUS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B671,INFECCIÓN DEL PULMÓN DEBIDA A ECHINOCOCCUS GRANULOSUS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B672,INFECCIÓN DE HUESO DEBIDA A ECHINOCOCCUS GRANULOSUS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B673,INFECCIÓN DE OTRO ÓRGANO Y DE SITIOS MÚLTIPLES DEBIDA A ECHINOCOCCUS GRANULOSUS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B674,"INFECCIÓN DEBIDA A ECHINOCOCCUS GRANULOSUS, SIN OTRA ESPECIFICACIÓN",I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B675,INFECCIÓN DEL HÍGADO DEBIDA A ECHINOCOCCUS MULTILOCULARIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B676,INFECCIÓN DE OTRO ÓRGANO Y DE SITIOS MÚLTIPLES DEBIDA A ECHINOCOCCUS MULTILOCULARIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B677,"INFECCIÓN DEBIDA A ECHINOCOCCUS MULTILOCULARIS, SIN OTRA ESPECIFICACIÓN",I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B678,"EQUINOCOCOSIS DEL HÍGADO, NO ESPECIFICADA",I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B679,"EQUINOCOCOSIS, OTRA Y LA NO ESPECIFICADA",I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B680,TENIASIS DEBIDA A TAENIA SOLIUM,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B681,INFECCIÓN DEBIDA A TAENIA SAGINATA,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B689,"TENIASIS, NO ESPECIFICADA",I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B690,CISTICERCOSIS DEL SISTEMA NERVIOSO CENTRAL,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B691,CISTICERCOSIS DEL OJO,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B698,CISTICERCOSIS DE OTROS SITIOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B699,"CISTICERCOSIS, NO ESPECIFICADA",I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B700,DIFILOBOTRIASIS INTESTINAL,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B701,ESPARGANOSIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B710,HIMENOLEPIASIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B711,DIPILIDIASIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B718,OTRAS INFECCIONES DEBIDAS A CESTODOS ESPECIFICADAS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B719,"INFECCIONES DEBIDAS A CESTODOS, NO ESPECIFICADA",I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B72X,DRACONTIASIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B73X,ONCOCERCOSIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B740,FILARIASIS DEBIDA A WUCHERERIA BANCROFTI,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B741,FILARIASIS DEBIDA A BRUGIA MALAYI,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B742,FILARIASIS DEBIDA A BRUGIA TIMORI,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B743,LOAIASIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B744,MANSONELIASIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B748,OTRAS FILARIASIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B749,"FILARIASIS, NO ESPECIFICADA",I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B75X,TRIQUINOSIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B760,ANQUILOSTOMIASIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B761,NECATORIASIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B768,OTRAS ENFERMEDADES DEBIDAS A ANQUILOSTOMAS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B769,"ENFERMEDAD DEBIDA A ANQUILOSTOMAS, NO ESPECIFICADA",I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B770,ASCARIASIS CON COMPLICACIONES INTESTINALES,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B778,ASCARIASIS CON OTRAS COMPLICACIONES,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B779,"ASCARIASIS, NO ESPECIFICADA",I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B780,ESTRONGILOIDIASIS INTESTINAL,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B781,ESTRONGILOIDIASIS CUTÁNEA,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B787,ESTRONGILOIDIASIS DISEMINADA,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B789,"ESTRONGILOIDIASIS, NO ESPECIFICADA",I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B79X,TRICURIASIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B80X,ENTEROBIASIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B810,ANISAQUIASIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B811,CAPILARIASIS INTESTINAL,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B812,TRICOESTRONGILIASIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B813,ANGIOESTRONGILIASIS INTESTINAL,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B814,HELMINTIASIS INTESTINAL MIXTA,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B818,OTRAS HELMINTIASIS INTESTINALES ESPECIFICADAS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B820,"HELMINTIASIS INTESTINAL, SIN OTRA ESPECIFICACIÓN",I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B829,"PARASITOSIS INTESTINAL, SIN OTRA ESPECIFICACIÓN",I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B830,LARVA MIGRANS VISCERAL,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B831,GNATOSTOMIASIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B832,ANGIOESTRONGILIASIS DEBIDA A PARASTRONGYLUS CANTONENSIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B833,SINGAMIASIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B834,HIRUDINIASIS INTERNA,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B838,OTRAS HELMINTIASIS ESPECIFICADAS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B839,"HELMINTIASIS, NO ESPECIFICADA",I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B850,PEDICULOSIS DEBIDA A PEDICULUS HUMANUS CAPITIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B851,PEDICULOSIS DEBIDA A PEDICULUS HUMANUS CORPORIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B852,"PEDICULOSIS, SIN OTRA ESPECIFICACIÓN",I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B853,PHTHIRIASIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B854,PEDICULOSIS Y PHTHIRIASIS MIXTAS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B86X,ESCABIOSIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B870,MIASIS CUTÁNEA,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B871,MIASIS EN HERIDAS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B872,MIASIS OCULAR,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B873,MIASIS NASOFARÍNGEA,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B874,MIASIS AURAL,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B878,MIASIS DE OTROS SITIOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B879,"MIASIS, NO ESPECIFICADA",I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B880,OTRAS ACARIASIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B881,TUNGIASIS [INFECCIÓN DEBIDA A PULGA DE ARENA],I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B882,OTRAS INFESTACIONES DEBIDAS A ARTRÓPODOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B883,HIRUDINIASIS EXTERNA,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B888,OTRAS INFESTACIONES ESPECIFICADAS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B889,"INFESTACIÓN, NO ESPECIFICADA",I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B89X,"ENFERMEDAD PARASITARIA, NO ESPECIFICADA",I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B900,SECUELAS DE TUBERCULOSIS DEL SISTEMA NERVIOSO CENTRAL,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B901,SECUELAS DE TUBERCULOSIS GENITOURINARIA,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B902,SECUELAS DE TUBERCULOSIS DE HUESOS Y ARTICULACIONES,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B908,SECUELAS DE TUBERCULOSIS DE OTROS ÓRGANOS ESPECIFICADOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B909,SECUELAS DE TUBERCULOSIS RESPIRATORIA Y DE TUBERCULOSIS NO ESPECIFICADA,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B91X,SECUELAS DE POLIOMIELITIS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B92X,SECUELAS DE LEPRA,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B940,SECUELAS DE TRACOMA,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B941,SECUELAS DE ENCEFALITIS VIRAL,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B942,SECUELAS DE HEPATITIS VIRAL,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B948,SECUELAS DE OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS ESPECIFICADAS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B949,SECUELAS DE ENFERMEDADES INFECCIOSAS Y PARASITARIAS NO ESPECIFICADAS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B950,"ESTREPTOCOCO, GRUPO A, COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS",I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B951,"ESTREPTOCOCO, GRUPO B, COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS",I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B952,"ESTREPTOCOCO, GRUPO D Y ENTEROCOCOS, COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS",I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B953,STREPTOCOCCUS PNEUMONIAE COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B954,OTROS ESTREPTOCOCOS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B955,ESTREPTOCOCO NO ESPECIFICADO COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B956,STAPHYLOCOCCUS AUREUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B957,OTROS ESTAFILOCOCOS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B958,"ESTAFILOCOCO NO ESPECIFICADO, COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS",I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B960,MYCOPLASMA PNEUMONIAE [M. PNEUMONIAE] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B961,KLEBSIELLA PNEUMONIAE [K. PNEUMONIAE] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B962,ESCHERICHIA COLI [E. COLI] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B963,HAEMOPHILUS INFLUENZAE [H. INFLUENZAE] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B964,PROTEUS (MIRABILIS) (MORGANII) COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B965,PSEUDOMONAS (AERUGINOSA) COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B966,BACILLUS FRAGILIS [B. FRAGILIS] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B967,CLOSTRIDIUM PERFRINGENS [C. PERFRINGENS] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B968,OTROS AGENTES BACTERIANOS ESPECIFICADOS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B970,ADENOVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B971,ENTEROVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B972,CORONAVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B973,RETROVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B974,VIRUS SINCICIAL RESPIRATORIO COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B975,REOVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B976,PARVOVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B977,PAPILOMAVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B978,OTROS AGENTES VIRALES COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B980,HELICOBACTER PYLORI [H.PYLORI] COMO LA CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B981,VIBRIO VULNIFICUS COMO LA CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
B99X,OTRAS ENFERMEDADES INFECCIOSAS Y LAS NO ESPECIFICADAS,I,CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS,
C000,"TUMOR MALIGNO DEL LABIO SUPERIOR, CARA EXTERNA",II,TUMORES (NEOPLASIAS),
C001,"TUMOR MALIGNO DEL LABIO INFERIOR, CARA EXTERNA",II,TUMORES (NEOPLASIAS),
C002,"TUMOR MALIGNO DEL LABIO, CARA EXTERNA, SIN OTRA ESPECIFICACIÓN",II,TUMORES (NEOPLASIAS),
C003,"TUMOR MALIGNO DEL LABIO SUPERIOR, CARA INTERNA",II,TUMORES (NEOPLASIAS),
C004,"TUMOR MALIGNO DEL LABIO INFERIOR, CARA INTERNA",II,TUMORES (NEOPLASIAS),
C005,"TUMOR MALIGNO DEL LABIO, CARA INTERNA, SIN OTRA ESPECIFICACIÓN",II,TUMORES (NEOPLASIAS),
C006,TUMOR MALIGNO DE LA COMISURA LABIAL,II,TUMORES (NEOPLASIAS),
C008,LESIÓN DE SITIOS CONTIGUOS DEL LABIO,II,TUMORES (NEOPLASIAS),
C009,"TUMOR MALIGNO DEL LABIO, PARTE NO ESPECIFICADA",II,TUMORES (NEOPLASIAS),
C01X,TUMOR MALIGNO DE LA BASE DE LA LENGUA,II,TUMORES (NEOPLASIAS),
C020,TUMOR MALIGNO DE LA CARA DORSAL DE LA LENGUA,II,TUMORES (NEOPLASIAS),
C021,TUMOR MALIGNO DEL BORDE DE LA LENGUA,II,TUMORES (NEOPLASIAS),
C022,TUMOR MALIGNO DE LA CARA VENTRAL DE LA LENGUA,II,TUMORES (NEOPLASIAS),
C023,"TUMOR MALIGNO DE LOS DOS TERCIOS ANTERIORES DE LA LENGUA, PARTE NO ESPECIFICADA",II,TUMORES (NEOPLASIAS),
C024,TUMOR MALIGNO DE LA AMÍGDALA LINGUAL,II,TUMORES (NEOPLASIAS),
C028,LESIÓN DE SITIOS CONTIGUOS DE LA LENGUA,II,TUMORES (NEOPLASIAS),
C029,"TUMOR MALIGNO DE LA LENGUA, PARTE NO ESPECIFICADA",II,TUMORES (NEOPLASIAS),
C030,TUMOR MALIGNO DE LA ENCÍA SUPERIOR,II,TUMORES (NEOPLASIAS),
C031,TUMOR MALIGNO DE LA ENCÍA INFERIOR,II,TUMORES (NEOPLASIAS),
C039,"TUMOR MALIGNO DE LA ENCÍA, PARTE NO ESPECIFICADA",II,TUMORES (NEOPLASIAS),
C040,TUMOR MALIGNO DE LA PARTE ANTERIOR DEL PISO DE LA BOCA,II,TUMORES (NEOPLASIAS),
C041,TUMOR MALIGNO DE LA PARTE LATERAL DEL PISO DE LA BOCA,II,TUMORES (NEOPLASIAS),
C048,LESIÓN DE SITIOS CONTIGUOS DEL PISO DE LA BOCA,II,TUMORES (NEOPLASIAS),
C049,"TUMOR MALIGNO DEL PISO DE LA BOCA, PARTE NO ESPECIFICADA",II,TUMORES (NEOPLASIAS),
C050,TUMOR MALIGNO DEL PALADAR DURO,II,TUMORES (NEOPLASIAS),
C051,TUMOR MALIGNO DEL PALADAR BLANDO,II,TUMORES (NEOPLASIAS),
C052,TUMOR MALIGNO DE LA ÚVULA,II,TUMORES (NEOPLASIAS),
C058,LESIÓN DE SITIOS CONTIGUOS DEL PALADAR,II,TUMORES (NEOPLASIAS),
C059,"TUMOR MALIGNO DEL PALADAR, PARTE NO ESPECIFICADA",II,TUMORES (NEOPLASIAS),
C060,TUMOR MALIGNO DE LA MUCOSA DE LA MEJILLA,II,TUMORES (NEOPLASIAS),
C061,TUMOR MALIGNO DEL VESTÍBULO DE LA BOCA,II,TUMORES (NEOPLASIAS),
C062,TUMOR MALIGNO DEL ÁREA RETROMOLAR,II,TUMORES (NEOPLASIAS),
C068,LESIÓN DE SITIOS CONTIGUOS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA,II,TUMORES (NEOPLASIAS),
C069,"TUMOR MALIGNO DE LA BOCA, PARTE NO ESPECIFICADA",II,TUMORES (NEOPLASIAS),
C07X,TUMOR MALIGNO DE LA GLÁNDULA PARÓTIDA,II,TUMORES (NEOPLASIAS),
C080,TUMOR MALIGNO DE LA GLÁNDULA SUBMAXILAR,II,TUMORES (NEOPLASIAS),
C081,TUMOR MALIGNO DE LA GLÁNDULA SUBLINGUAL,II,TUMORES (NEOPLASIAS),
C088,LESIÓN DE SITIOS CONTIGUOS DE LAS GLÁNDULAS SALIVALES MAYORES,II,TUMORES (NEOPLASIAS),
C089,"TUMOR MALIGNO DE GLÁNDULA SALIVAL MAYOR, NO ESPECIFICADA",II,TUMORES (NEOPLASIAS),
C090,TUMOR MALIGNO DE LA FOSA AMIGDALINA,II,TUMORES (NEOPLASIAS),
C091,TUMOR MALIGNO DEL PILAR AMIGDALINO (ANTERIOR) (POSTERIOR),II,TUMORES (NEOPLASIAS),
C098,LESIÓN DE SITIOS CONTIGUOS DE LA AMÍGDALA,II,TUMORES (NEOPLASIAS),
C099,"TUMOR MALIGNO DE LA AMÍGDALA, PARTE NO ESPECIFICADA",II,TUMORES (NEOPLASIAS),
C100,TUMOR MALIGNO DE LA VALÉCULA,II,TUMORES (NEOPLASIAS),
C101,TUMOR MALIGNO DE LA CARA ANTERIOR DE LA EPIGLOTIS,II,TUMORES (NEOPLASIAS),
C102,TUMOR MALIGNO DE LA PARED LATERAL DE LA OROFARINGE,II,TUMORES (NEOPLASIAS),
C103,TUMOR MALIGNO DE LA PARED POSTERIOR DE LA OROFARINGE,II,TUMORES (NEOPLASIAS),
C104,TUMOR MALIGNO DE LA HENDIDURA BRANQUIAL,II,TUMORES (NEOPLASIAS),
